REF_AREA_ID,FINAL_REF_AREA_NAME,CATEGORY,SEX_ID,SEX_NAME,AGE_ID,AGE_NAME,URBANISATION_ID,URBANISATION_NAME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,GROWTH_RATE_10YR,GROWTH_RATE_10YR2
XKX,Kosovo,Female 15 Years Old Below,F,Female,Y0T14,under 15 years old,_T,Total,2196073,216335,223039,228991,233709,237403,240760,244135,247825,251995,256284,261122,267534,274545,281530,288346,294912,301040,306184,310696,316245,322232,328288,335088,341543,347488,352488,355695,357438,358958,361390,363993,364253,362490,360191,357758,355622,353633,343671,327420,315981,307416,296347,283762,272638,263043,255789,251323,248444,246323,244972,242633,238277,236441,233719,225836,217386,212452,207519,201388,196042,189923,182163,174875,-26.04%,-4.00%
XKX,Kosovo,Female 15 to 64 years old,F,Female,Y15T64,15 to 64 years old,_T,Total,3948553,257625,262497,268076,274754,282199,289795,297614,305672,313981,322608,331669,340406,348664,357167,366022,375379,385360,396038,407304,418833,430257,441764,453754,466516,479645,493278,507797,522522,537388,552242,567167,583186,599962,616576,632942,648381,663077,614812,530578,508710,523681,537397,547974,557604,566120,572601,576496,578999,581053,582901,589049,595232,599746,596747,590213,590952,598769,603006,601652,604545,606621,603625,602512,0.46%,-0.18%
XKX,Kosovo,Female 65 years old and over,F,Female,Y_GE65,65 years old and over,_T,Total,231418,25496,25838,26311,26896,27542,28195,28799,29310,29734,30126,30559,31121,31875,32824,33904,35023,36101,37067,37895,38588,39169,39680,40164,40646,41136,41667,42277,43088,44124,45387,46871,48605,50649,52906,55292,57712,60133,61114,61359,63138,65797,67660,68489,68954,69063,68784,68315,68036,68068,68224,69448,71587,74516,77708,79969,82459,86414,90240,93682,96954,99257,101149,103628,39.07%,2.45%
XKX,Kosovo,Total Female,F_T,Female,_T,All age ranges or no breakdown by age,_T,Total,6376044,499456,511374,523377,535359,547143,558750,570548,582807,595709,609018,623351,639060,655085,671521,688271,705313,722502,739289,755894,773667,791658,809733,829007,848705,868269,887433,905769,923048,940471,959019,978032,996043,1013101,1029672,1045992,1061715,1076843,1019597,919357,887829,896894,901404,900225,899196,898226,897175,896134,895479,895444,896097,901130,905096,910703,908173,896017,890797,897635,900766,896722,897541,895801,886937,881015,-3.26%,-0.67%
XKX,Kosovo,Male 15 Years Old Below,M,Male,Y0T14,under 15 years old,_T,Total,2216213,233678,241094,247518,252498,256260,259636,262967,266508,270532,274775,279725,286697,294562,302359,309940,317234,324002,329636,334526,340482,346902,353104,359788,366091,371861,376675,379625,380046,379218,379339,381186,382067,380816,379042,377171,375674,374376,365217,349562,338189,329498,317823,304044,291589,280560,271781,265929,261959,258975,256919,254417,250314,248819,246399,238460,229897,225168,220484,214479,209220,203039,194964,187258,-24.74%,-3.95%
XKX,Kosovo,Male 15 to 64 years old,M,Male,Y15T64,15 to 64 years old,_T,Total,2934260,261864,266691,272486,279620,287696,295907,304343,313060,321978,331083,340532,350181,359893,369854,380233,391196,402901,415446,428693,442310,456004,469586,483312,497765,512515,527745,543918,559449,574046,588151,602851,619401,636653,653741,670618,686624,701954,653989,569099,545870,560401,572411,578917,584335,588504,590569,589864,587484,584403,580805,584328,590994,596171,594038,588534,590309,599031,604032,603389,606876,609438,607122,606923,1.80%,-0.03%
XKX,Kosovo,Male 65 years old and over,M,Male,Y_GE65,65 years old and over,_T,Total,129149,19213,19459,19794,20222,20713,21228,21753,22270,22793,23364,24026,24848,25892,27124,28447,29750,30912,31834,32492,32935,33256,33554,33896,34312,34787,35296,35818,36444,37283,38476,39912,41519,43420,45492,47625,49704,51693,51687,50561,51398,53462,55147,56241,57119,57761,58133,58296,58447,58645,58743,59463,60703,62423,64162,65185,66554,69168,71804,74288,76496,77760,79061,81180,30.05%,2.68%
XKX,Kosovo,Total Male,M_T,Male,_T,All age ranges or no breakdown by age,_T,Total,5279622,514755,527244,539798,552341,564669,576771,589063,601838,615302,629221,644283,661727,680346,699336,718620,738179,757816,776916,795712,815727,836161,856244,876996,898169,919163,939716,959360,975939,990547,1005966,1023949,1042987,1060889,1078275,1095414,1112002,1128023,1070893,969222,935457,943362,945381,939201,933043,926824,920484,914088,907891,902022,896466,898208,902010,907413,904599,892179,886760,893367,896319,892156,892592,890237,881148,875360,-3.53%,-0.66%
XKX,Kosovo,Total 15 Years Old Below,_T,Total,Y0T14,under 15 years old,_T,Total,4412286,450012,464133,476509,486207,493663,500396,507103,514333,522526,531058,540848,554231,569107,583889,598286,612146,625043,635820,645222,656728,669133,681392,694877,707634,719348,729162,735319,737484,738176,740729,745180,746320,743306,739233,734929,731295,728009,708887,676983,654169,636914,614170,587806,564226,543603,527571,517252,510403,505297,501891,497050,488590,485260,480118,464296,447283,437620,428003,415867,405262,392962,377128,362132,-25.37%,-3.98%
XKX,Kosovo,Total 15 to 64 years old,_T,Total,Y15T64,15 to 64 years old,_T,Total,6882813,519490,529188,540562,554375,569895,585703,601957,618732,635958,653691,672201,690587,708557,727020,746254,766574,788262,811484,835996,861143,886261,911350,937066,964282,992160,1021024,1051715,1081971,1111433,1140393,1170019,1202587,1236616,1270317,1303560,1335005,1365030,1268802,1099676,1054581,1084082,1109808,1126890,1141939,1154624,1163171,1166359,1166483,1165455,1163706,1173377,1186226,1195918,1190784,1178747,1181261,1197801,1207038,1205042,1211421,1216060,1210748,1209434,1.13%,-0.11%
XKX,Kosovo,Total 65 years old and over,_T,Total,Y_GE65,65 years old and over,_T,Total,360567,44709,45297,46105,47118,48255,49424,50551,51580,52526,53489,54586,55969,57767,59948,62351,64772,67013,68902,70387,71524,72425,73235,74061,74959,75924,76963,78095,79532,81407,83864,86783,90124,94068,98397,102917,107416,111826,112801,111920,114536,119260,122807,124730,126073,126823,126918,126611,126484,126713,126967,128912,132290,136939,141869,145154,149013,155582,162044,167970,173450,177017,180211,184807,34.96%,2.55%
XKX,Kosovo,Total Population,ALL_T,Total,_T,All age ranges or no breakdown by age,_T,Total,6970671,1014211,1038618,1063175,1087700,1111812,1135522,1159611,1184645,1211011,1238238,1267634,1300787,1335431,1370857,1406891,1443492,1480318,1516206,1551605,1589395,1627819,1665977,1706004,1746874,1787432,1827149,1865129,1898987,1931017,1964986,2001982,2039030,2073990,2107947,2141405,2173716,2204865,2090490,1888579,1823286,1840256,1846786,1839425,1832239,1825050,1817659,1810222,1803370,1797466,1792563,1799338,1807106,1818117,1812771,1788196,1777557,1791003,1797085,1788878,1790133,1786038,1768086,1756374,-3.40%,-0.66%
KWT,Kuwait,Female 15 Years Old Below,F,Female,Y0T14,under 15 years old,_T,Total,4684995,62007,69851,78588,88096,98390,110812,125556,141421,157910,173983,188042,200455,212832,225475,238647,251535,264130,277363,291024,304888,317135,328039,339493,351681,363802,379217,397919,414745,428999,319805,245387,288671,280143,265289,262593,266081,268997,270428,270677,270059,268940,267661,266388,265024,268480,279087,291942,304508,316219,327777,344647,365911,386052,393242,393657,399221,405929,413819,419626,417559,411413,407037,401238,3.93%,-1.42%
KWT,Kuwait,Female 15 to 64 years old,F,Female,Y15T64,15 to 64 years old,_T,Total,11655666,72829,80188,88614,97590,107088,118075,130736,144306,158281,171619,184613,198301,212826,228559,246356,263859,280162,297100,314314,331354,351109,374138,397986,419719,440558,461498,481832,504081,528879,408825,339714,420058,436018,431023,429304,440757,458377,477390,497444,518137,538983,559472,579207,597983,629550,680663,738155,796155,854978,914563,982788,1059859,1137766,1156147,1137108,1144077,1165122,1196805,1226671,1209983,1181299,1192753,1211938,6.52%,1.61%
KWT,Kuwait,Female 65 years old and over,F,Female,Y_GE65,65 years old and over,_T,Total,5074315,3502,3843,4161,4483,4804,5219,5734,6265,6802,7313,7720,8050,8385,8737,9124,9348,9379,9411,9481,9634,9799,9949,10126,10417,10775,11418,12452,13616,14934,12081,10659,13545,13584,11814,10589,10778,11515,12303,13108,13896,14640,15324,15960,16578,17420,18652,20116,21698,23391,25376,27818,30669,33958,36613,38906,41979,45899,50720,56580,61841,66707,73137,80632,137.45%,10.25%
KWT,Kuwait,Total Female,F_T,Female,_T,All age ranges or no breakdown by age,_T,Total,6911747,138337,153881,171363,190169,210282,234105,262026,291992,322993,352915,380375,406806,434043,462771,494127,524742,553672,583874,614819,645876,678043,712126,747605,781817,815135,852133,892203,932442,972812,740711,595760,722273,729745,708126,702486,717616,738890,760120,781229,802091,822562,842457,861555,879585,915450,978402,1050213,1122360,1194588,1267716,1355253,1456439,1557776,1586002,1569671,1585277,1616950,1661345,1702878,1689384,1659419,1672926,1693808,8.73%,1.25%
KWT,Kuwait,Male 15 Years Old Below,M,Male,Y0T14,under 15 years old,_T,Total,503276,66489,75424,85461,96229,107738,120774,135600,151653,168350,184541,198773,211468,224095,237009,250611,263891,276748,290284,304267,318402,330880,342131,354082,366631,379036,394572,413138,429863,444077,330765,253608,298361,289804,274808,273026,278237,282349,284399,285066,284900,284391,283951,283749,283600,287887,298837,311899,324638,336713,349920,368958,392075,414665,429008,454893,474854,481189,498965,505657,497014,486217,477266,466249,12.44%,-2.31%
KWT,Kuwait,Male 15 to 64 years old,M,Male,Y15T64,15 to 64 years old,_T,Total,12489338,130982,144726,159257,174677,190881,205302,217905,231326,245141,258400,272397,288149,304830,322817,343065,371728,408283,446251,484338,520513,554828,589283,624872,655828,684733,710505,730808,752829,777159,590081,477810,584028,617954,644479,667909,695572,727395,761128,796082,831687,867399,902709,937272,970960,1012080,1064881,1121775,1179444,1238175,1298049,1389256,1511640,1634445,1701761,1831347,1926321,1955607,2071847,2132520,2062172,1981730,1981325,1996008,22.12%,0.74%
KWT,Kuwait,Male 65 years old and over,M,Male,Y_GE65,65 years old and over,_T,Total,5408305,3888,4160,4413,4674,4939,5283,5710,6147,6561,6931,7188,7362,7558,7829,8195,8428,8523,8666,8843,9079,9276,9381,9469,9709,10071,10884,12328,14018,15966,13381,12322,15971,16141,13693,11801,11893,12833,13897,15050,16224,17323,18248,18930,19336,19986,21289,22882,24489,26075,27670,30358,34509,39632,44812,52832,61632,71157,85027,100045,111874,122748,137357,154043,288.68%,12.15%
KWT,Kuwait,Total Male,M_T,Male,_T,All age ranges or no breakdown by age,_T,Total,6791571,201359,224310,249131,275579,303558,331359,359216,389125,420052,449871,478358,506979,536483,567655,601871,644048,693553,745201,797447,847994,894984,940795,988423,1032168,1073840,1115961,1156274,1196710,1237201,934227,743740,898360,923899,932980,952736,985702,1022578,1059425,1096198,1132811,1169112,1204908,1239951,1273896,1319953,1385007,1456556,1528571,1600963,1675640,1788572,1938224,2088742,2175581,2339072,2462807,2507954,2655840,2738222,2671060,2590695,2595948,2616300,25.26%,0.78%
KWT,Kuwait,Total 15 Years Old Below,_T,Total,Y0T14,under 15 years old,_T,Total,323160,128496,145274,164050,184325,206128,231585,261156,293074,326260,358524,386815,411923,436927,462484,489258,515427,540878,567647,595291,623289,648014,670170,693574,718312,742838,773789,811057,844608,873076,650570,498995,587032,569947,540096,535619,544319,551346,554827,555743,554958,553331,551612,550136,548625,556367,577924,603841,629145,652932,677697,713605,757986,800718,822251,848550,874076,887118,912785,925284,914573,897630,884303,867487,8.34%,-1.90%
KWT,Kuwait,Total 15 to 64 years old,_T,Total,Y15T64,15 to 64 years old,_T,Total,12523036,203811,224914,247871,272267,297969,323377,348641,375632,403421,430019,457010,486450,517657,551376,589420,635588,688445,743351,798651,851867,905937,963421,1022859,1075548,1125291,1172002,1212640,1256911,1306037,998907,817523,1004085,1053973,1075503,1097213,1136329,1185773,1238517,1293526,1349823,1406381,1462181,1516480,1568942,1641630,1745544,1859930,1975599,2093153,2212613,2372044,2571499,2772210,2857908,2968455,3070398,3120729,3268653,3359191,3272155,3163029,3174078,3207946,15.72%,1.07%
KWT,Kuwait,Total 65 years old and over,_T,Total,Y_GE65,65 years old and over,_T,Total,10482620,7390,8002,8574,9157,9743,10501,11444,12412,13363,14243,14908,15412,15943,16566,17320,17777,17902,18076,18324,18713,19075,19330,19595,20126,20845,22302,24780,27635,30900,25462,22981,29515,29725,25508,22391,22670,24349,26200,28158,30119,31962,33571,34890,35914,37407,39941,42998,46186,49465,53046,58176,65178,73590,81426,91738,103612,117057,135747,156625,173716,189456,210493,234675,218.90%,11.49%
KWT,Kuwait,Total Rural,RUR_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,13703318,82251,88270,94565,100876,106504,109044,111320,113263,114563,115111,116410,117038,117414,117685,116351,108172,100476,93035,85753,77965,68112,59274,51491,44425,39612,40995,42363,43733,45084,33934,26951,32380,32808,32346,31515,28531,25946,23563,21365,19349,1832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
KWT,Kuwait,Total Urban,URB_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,826436,257446,289920,325929,364872,407336,456419,509922,567854,628481,687675,742324,796747,853113,912741,979647,1060619,1146749,1236039,1326513,1415905,1504914,1593647,1684537,1769561,1849363,1927098,2006114,2085420,2164929,1641004,1312549,1588253,1620837,1608760,1623707,1674787,1735522,1795981,1856062,1915552,1989842,2047364,2101506,2153481,2235403,2363409,2506769,2650930,2795550,2943356,3143825,3394663,3646518,3761584,3908743,4048085,4124904,4317185,4441100,4360444,4250114,4268873,4310108,18.20%,0.97%
KWT,Kuwait,Total Population,ALL_T,Total,_T,All age ranges or no breakdown by age,_T,Total,18081445,339697,378190,420494,465748,513840,565463,621242,681117,743044,802786,858734,913785,970527,1030426,1095998,1168791,1247225,1329074,1412266,1493870,1573026,1652921,1736028,1813986,1888975,1968093,2048477,2129153,2210013,1674938,1339500,1620633,1653645,1641106,1655222,1703318,1761468,1819544,1877427,1934901,1991674,2047364,2101506,2153481,2235403,2363409,2506769,2650930,2795550,2943356,3143825,3394663,3646518,3761584,3908743,4048085,4124904,4317185,4441100,4360444,4250114,4268873,4310108,18.20%,0.97%
KGZ,Kyrgyzstan,Female 15 Years Old Below,F,Female,Y0T14,under 15 years old,_T,Total,6930929,436168,459238,481252,501999,519251,534693,548987,562513,574756,585020,595290,606378,616381,625921,634264,641861,648965,655452,662510,669928,678905,690432,704266,719729,736417,755067,775074,794598,815776,835029,851393,864917,872360,874820,879945,886277,887774,886629,882176,873427,861409,847482,834056,822978,813819,807185,803897,805000,811529,822117,837499,860529,888887,919010,951157,983551,1014539,1046966,1080361,1108440,1143949,1176497,1191792,34.08%,1.30%
KGZ,Kyrgyzstan,Female 15 to 64 years old,F,Female,Y15T64,15 to 64 years old,_T,Total,25012374,657736,673507,691356,710482,730726,754020,777282,801166,823905,843475,862036,881883,902904,926275,949693,972368,994600,1016542,1039350,1062951,1087317,1112409,1138341,1164159,1188408,1211826,1234813,1255476,1279123,1298565,1314011,1322024,1311654,1305097,1319082,1343824,1374185,1410018,1449222,1486241,1520117,1554450,1591227,1630036,1666325,1700829,1731843,1761704,1794871,1823679,1846444,1871226,1898289,1923734,1948196,1972089,1994974,2018638,2044859,2071576,2124241,2181963,2218296,16.86%,1.67%
KGZ,Kyrgyzstan,Female 65 years old and over,F,Female,Y_GE65,65 years old and over,_T,Total,209263,76253,76571,77260,78534,80242,82803,86080,89711,93040,95691,97945,99874,101585,103727,106057,108497,111184,113728,115661,116731,116987,116327,115278,115866,118568,122064,126194,131381,137134,140614,142683,144491,144367,144521,146578,148707,150328,151596,152275,152616,153687,155912,158958,161920,163561,163487,160399,154114,146455,138923,133609,131769,132167,134088,137524,141975,147208,153383,160855,168673,179121,191885,204825,54.97%,6.74%
KGZ,Kyrgyzstan,Total Female,F_T,Female,_T,All age ranges or no breakdown by age,_T,Total,253205,1170157,1209316,1249868,1291015,1330219,1371515,1412349,1453390,1491701,1524186,1555271,1588135,1620869,1655923,1690014,1722726,1754749,1785722,1817521,1849610,1883209,1919168,1957884,1999754,2043393,2088957,2136081,2181455,2232034,2274207,2308087,2331432,2328381,2324438,2345604,2378808,2412286,2448243,2483673,2512284,2535213,2557844,2584242,2614934,2643705,2671501,2696138,2720818,2752856,2784718,2817552,2863524,2919343,2976832,3036877,3097615,3156721,3218986,3286075,3348689,3447311,3550345,3614913,23.83%,1.82%
KGZ,Kyrgyzstan,Male 15 Years Old Below,M,Male,Y0T14,under 15 years old,_T,Total,25258,450966,472780,494379,515719,533506,549572,564460,578566,591352,602114,612906,624556,635093,645159,653990,662045,669569,676420,683851,691612,700939,712889,727164,739924,749960,760935,773024,784741,801526,821204,839591,854565,862084,865301,872966,882533,887644,890036,889426,884666,876256,866218,857244,849166,841054,834983,831314,831738,838286,848658,863680,887128,916646,948496,982849,1017672,1051058,1085863,1121502,1151966,1190475,1226082,1243855,35.70%,1.45%
KGZ,Kyrgyzstan,Male 15 to 64 years old,M,Male,Y15T64,15 to 64 years old,_T,Total,487726,572539,589724,608478,628103,649632,674584,700225,726910,752449,774691,795624,817375,840050,865090,890555,915763,940904,965819,991250,1016947,1042871,1069100,1095824,1119443,1139005,1157644,1175223,1190093,1209011,1227739,1244454,1253968,1247077,1242807,1256061,1278711,1306141,1338605,1373642,1406191,1436308,1466934,1499674,1536216,1572045,1605890,1636351,1665219,1696506,1723956,1746057,1770071,1796394,1821328,1845606,1869357,1891996,1915349,1941079,1967088,2017704,2073550,2109891,17.45%,1.75%
KGZ,Kyrgyzstan,Male 65 years old and over,M,Male,Y_GE65,65 years old and over,_T,Total,225744,62238,61581,60975,60462,59942,59630,59466,59434,59300,58909,58498,58134,57788,57728,57841,58165,58679,59140,59378,59233,58781,58143,57428,57279,57942,58965,60272,62110,64928,68049,71469,75434,79157,82553,85769,88348,90329,92116,93659,95258,97323,99705,102141,104384,105796,106026,104596,100925,95651,90569,87311,86478,87217,88845,91568,94856,98424,102604,107544,112156,117909,124923,132141,51.51%,5.78%
KGZ,Kyrgyzstan,Total Male,M_T,Male,_T,All age ranges or no breakdown by age,_T,Total,257632,1085743,1124084,1163832,1204284,1243080,1283786,1324151,1364910,1403100,1435714,1467028,1500065,1532931,1567977,1602386,1635974,1669152,1701379,1734479,1767791,1802591,1840132,1880415,1916646,1946907,1977543,2008519,2036945,2075465,2116993,2155514,2183967,2188319,2190661,2214796,2249592,2284114,2320757,2356727,2386115,2409887,2432857,2459059,2489766,2518895,2546899,2572261,2597882,2630443,2663183,2697047,2743677,2800256,2858669,2920023,2981885,3041478,3103815,3170125,3231211,3326089,3424555,3485887,24.48%,1.79%
KGZ,Kyrgyzstan,Total 15 Years Old Below,_T,Total,Y0T14,under 15 years old,_T,Total,19049,887134,932018,975631,1017718,1052757,1084264,1113447,1141079,1166107,1187134,1208197,1230935,1251474,1271080,1288255,1303907,1318533,1331872,1346361,1361539,1379844,1403321,1431430,1459653,1486377,1516002,1548097,1579339,1617303,1656233,1690984,1719482,1734444,1740122,1752911,1768811,1775418,1776665,1771602,1758093,1737665,1713699,1691300,1672144,1654873,1642168,1635211,1636738,1649815,1670775,1701179,1747657,1805534,1867505,1934006,2001223,2065597,2132828,2201863,2260407,2334424,2402579,2435647,34.90%,1.38%
KGZ,Kyrgyzstan,Total 15 to 64 years old,_T,Total,Y15T64,15 to 64 years old,_T,Total,502425,1230275,1263230,1299834,1338585,1380359,1428603,1477506,1528076,1576353,1618166,1657661,1699258,1742953,1791365,1840247,1888131,1935504,1982360,2030600,2079897,2130187,2181510,2234165,2283602,2327414,2369469,2410037,2445569,2488135,2526304,2558464,2575993,2558732,2547905,2575143,2622535,2680325,2748623,2822864,2892433,2956425,3021383,3090901,3166252,3238371,3306720,3368194,3426924,3491378,3547634,3592502,3641297,3694683,3745061,3793801,3841446,3886971,3933986,3985939,4038664,4141945,4255513,4328187,17.15%,1.71%
KGZ,Kyrgyzstan,Total 65 years old and over,_T,Total,Y_GE65,65 years old and over,_T,Total,435007,138491,138152,138235,138997,140184,142432,145547,149145,152339,154600,156443,158008,159373,161455,163898,166663,169863,172868,175039,175964,175768,174469,172705,173145,176510,181029,186466,193492,202062,208663,214153,219925,223524,227074,232346,237054,240657,243712,245934,247874,251010,255617,261099,266304,269356,269513,264995,255038,242106,229491,220919,218247,219384,222933,229092,236831,245633,255986,268399,280829,297031,316808,336965,53.60%,6.36%
KGZ,Kyrgyzstan,Total Rural,RUR_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,510837,1477366,1520350,1564609,1609094,1650746,1694347,1736857,1779165,1817529,1850944,1885643,1922312,1958604,1997464,2035164,2071277,2106520,2140347,2178193,2220107,2263929,2310954,2361437,2411445,2458943,2507933,2558171,2605832,2667850,2732336,2790196,2835536,2849225,2861083,2902740,2959121,3015793,3075814,3131739,3169363,3199678,3229232,3263368,3303149,3340718,3376879,3409340,3441997,3483856,3524464,3565079,3620962,3688170,3756020,3825700,3894285,3958480,4024399,4093812,4154812,4257353,4362033,4416627,19.75%,1.25%
KGZ,Kyrgyzstan,Total Urban,URB_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,44307,778534,813050,849091,886206,922554,960953,999643,1039135,1077271,1108956,1136657,1165888,1195196,1226436,1257236,1287423,1317380,1346753,1373807,1397293,1421871,1448346,1476863,1504955,1531357,1558567,1586429,1612568,1639650,1658864,1673404,1679864,1667475,1654017,1657660,1669279,1680607,1693186,1708661,1729037,1745422,1761468,1779932,1801551,1821882,1841521,1859060,1876703,1899444,1923436,1949521,1986238,2031430,2079480,2131200,2185215,2239720,2298401,2362388,2425088,2516047,2612867,2684173,32.13%,2.73%
KGZ,Kyrgyzstan,Total Population,ALL_T,Total,_T,All age ranges or no breakdown by age,_T,Total,990150,2255900,2333400,2413700,2495300,2573300,2655300,2736500,2818300,2894800,2959900,3022300,3088200,3153800,3223900,3292400,3358700,3423900,3487100,3552000,3617400,3685800,3759300,3838300,3916400,3990300,4066500,4144600,4218400,4307500,4391200,4463600,4515400,4516700,4515100,4560400,4628400,4696400,4769000,4840400,4898400,4945100,4990700,5043300,5104700,5162600,5218400,5268400,5318700,5383300,5447900,5514600,5607200,5719600,5835500,5956900,6079500,6198200,6322800,6456200,6579900,6773400,6974900,7100800,24.15%,1.81%
LAO,Lao,Female 15 Years Old Below,F,Female,Y0T14,under 15 years old,_T,Total,55122,456467,466776,477575,489475,501323,512617,524414,536776,549719,563342,577574,592374,607760,623614,639690,655552,671020,686233,701573,717580,734534,752546,771681,791978,813334,835675,858952,883052,907920,933520,959913,986896,1014143,1040750,1065762,1088950,1107177,1119932,1129979,1137734,1143218,1146173,1146274,1143696,1139434,1134354,1129116,1124331,1120466,1117292,1114330,1111608,1108676,1104967,1104067,1107056,1111511,1116890,1122127,1126573,1129578,1131350,1132563,2.15%,0.11%
LAO,Lao,Female 15 to 64 years old,F,Female,Y15T64,15 to 64 years old,_T,Total,66519,612082,625615,639334,652587,666627,681859,697285,713089,729222,745695,762659,780047,797643,814348,828676,840044,849085,857617,867674,880786,897540,917667,940269,964631,990674,1018267,1047189,1077314,1108382,1139933,1171572,1203124,1234612,1266064,1297633,1329626,1361499,1393592,1426852,1461278,1497169,1534688,1573738,1614028,1658220,1706297,1754491,1801733,1847467,1891947,1935603,1978426,2020986,2063655,2108924,2156526,2202830,2247424,2291251,2335233,2379410,2423494,2467116,22.07%,1.80%
LAO,Lao,Female 65 years old and over,F,Female,Y_GE65,65 years old and over,_T,Total,3168,31081,32578,34093,35661,37294,38981,40727,42526,44316,46076,47832,49558,51252,52919,54559,56135,57665,59220,60817,62515,64336,66237,68190,70185,72219,74276,76334,78402,80509,82621,84745,86908,89069,91148,93133,95064,97508,100432,103231,105941,108616,111194,113552,115717,117762,119978,122614,125566,128794,132318,136085,140034,144147,148461,151017,152328,154769,158129,162470,167768,173495,179952,187452,30.04%,4.17%
LAO,Lao,Total Female,F_T,Female,_T,All age ranges or no breakdown by age,_T,Total,124809,1099630,1124969,1151002,1177722,1205244,1233457,1262425,1292391,1323257,1355114,1388065,1421979,1456655,1490881,1522925,1551730,1577770,1603070,1630063,1660882,1696411,1736451,1780139,1826793,1876227,1928218,1982475,2038768,2096811,2156074,2216230,2276927,2337824,2397961,2456528,2513639,2566184,2613956,2660061,2704952,2749003,2792055,2833564,2873441,2915416,2960629,3006220,3051630,3096726,3141557,3186018,3230068,3273809,3317084,3364007,3415910,3469110,3522442,3575847,3629574,3682483,3734796,3787131,15.68%,1.40%
LAO,Lao,Male 15 Years Old Below,M,Male,Y0T14,under 15 years old,_T,Total,58754,456614,468956,481675,495704,509025,520779,533073,545944,559419,573609,588440,603878,619959,636579,653463,670156,686472,702513,718717,735638,753508,772501,792678,814017,836399,859760,884065,909179,935028,961618,989021,1016984,1045178,1072703,1098577,1122559,1141606,1155475,1167071,1176763,1184383,1189328,1190973,1188863,1183498,1176456,1169387,1163303,1158865,1155904,1153772,1151980,1149492,1145510,1144560,1148273,1153548,1159427,1164964,1169839,1173433,1175847,1177683,2.45%,0.16%
LAO,Lao,Male 15 to 64 years old,M,Male,Y15T64,15 to 64 years old,_T,Total,118235,587345,599267,611234,621863,633983,648394,663106,678270,693837,709850,726411,743521,760951,778310,794096,806835,817191,827025,838479,853305,871986,894140,918855,945334,973505,1003243,1034283,1066434,1099410,1132786,1166329,1199872,1233324,1266719,1300205,1334079,1366638,1397908,1429812,1462435,1495953,1530662,1566871,1604715,1650524,1704654,1759340,1812588,1863675,1912580,1960054,2006764,2053565,2100674,2148119,2195354,2241292,2286113,2330323,2374588,2419114,2463363,2507010,22.08%,1.77%
LAO,Lao,Male 65 years old and over,M,Male,Y_GE65,65 years old and over,_T,Total,3618,27553,28423,29309,30226,31204,32232,33323,34463,35597,36709,37817,38911,39998,41111,42236,43295,44310,45338,46442,47694,49088,50600,52190,53812,55471,57167,58875,60579,62282,63965,65644,67323,68970,70568,72121,73638,76110,79582,83110,86703,90367,94056,97657,101149,103530,104854,106400,108340,110664,113377,116483,119991,123875,128184,130734,131826,133967,137024,140919,145398,150028,155467,161954,30.74%,4.17%
LAO,Lao,Total Male,M_T,Male,_T,All age ranges or no breakdown by age,_T,Total,180606,1071512,1096646,1122217,1147792,1174212,1201405,1229502,1258678,1288854,1320168,1352667,1386311,1420907,1456001,1489795,1520286,1547973,1574876,1603638,1636637,1674582,1717241,1763723,1813164,1865376,1920171,1977223,2036193,2096720,2158369,2220994,2284179,2347472,2409990,2470903,2530276,2584354,2632966,2679994,2725901,2770704,2814046,2855501,2894726,2937553,2985964,3035128,3084231,3133204,3181861,3230309,3278735,3326932,3374369,3423412,3475453,3528807,3582564,3636206,3689825,3742575,3794678,3846648,15.62%,1.37%
LAO,Lao,Total 15 Years Old Below,_T,Total,Y0T14,under 15 years old,_T,Total,113876,913080,935732,959250,985178,1010348,1033395,1057487,1082721,1109139,1136951,1166013,1196253,1227718,1260194,1293153,1325708,1357492,1388745,1420289,1453218,1488043,1525046,1564358,1605994,1649734,1695436,1743017,1792231,1842948,1895138,1948934,2003879,2059321,2113452,2164339,2211509,2248783,2275408,2297051,2314497,2327601,2335501,2337247,2332558,2322933,2310810,2298503,2287633,2279330,2273197,2268102,2263588,2258168,2250478,2248626,2255329,2265059,2276316,2287091,2296412,2303010,2307198,2310247,2.31%,0.13%
