FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,SEX_ID,SEX_NAME,AGE_ID,AGE_NAME,URBANISATION_ID,URBANISATION_NAME,UNIT_MEASURE_ID,UNIT_MEASURE_NAME,DATABASE_ID_ID,DATABASE_ID_NAME,UNIT_MULT_NAME,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID,OBS_CONF_NAME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,GTM,Guatemala,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,Y0T14,under 15 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,974366,1003985,1033346,1062260,1091264,1120994,1151311,1181669,1211883,1242211,1272684,1303817,1335639,1367922,1398631,1427773,1458142,1490220,1524448,1561322,1601406,1644502,1691466,1740477,1788951,1837334,1886119,1935704,1986073,2036790,2087022,2136515,2184846,2231715,2279731,2328991,2376604,2422314,2466951,2511648,2560160,2608623,2651388,2686789,2716501,2741978,2763905,2782391,2797744,2810041,2819355,2827160,2833740,2839181,2844544,2850553,2855092,2858468,2862024,2863733,2861174,2857074,2852311,2845244
A,Annual,GTM,Guatemala,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,Y15T64,15 to 64 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,1086380,1117313,1150179,1184994,1220941,1256925,1292945,1329277,1365661,1401364,1436282,1470130,1503149,1535929,1570209,1605638,1640969,1676049,1710970,1747250,1785150,1824523,1860445,1898042,1944501,1995335,2048806,2104178,2161471,2220955,2283014,2346467,2410704,2476034,2542714,2611491,2682052,2754790,2831447,2911072,2992957,3076073,3161849,3250648,3344201,3441419,3541499,3644441,3750065,3858382,3969424,4083315,4197680,4313417,4428944,4543124,4657949,4772818,4886322,4999589,5116117,5235934,5358311,5481036
A,Annual,GTM,Guatemala,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,Y_GE65,65 years old and over,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,51012,52854,54779,56650,58409,60120,61763,63276,64680,66048,67481,69071,70849,72872,75332,78205,81084,84084,87376,90754,94190,97655,102259,108030,113429,118477,123846,129781,136270,143070,149854,156716,163756,170842,176420,180598,185050,189849,195009,200650,207100,213953,220947,228126,235571,243235,250937,258512,265860,272911,279641,286350,293282,300918,309169,317686,326758,336799,348065,360473,371209,377065,379756,383719
A,Annual,GTM,Guatemala,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,_T,All age ranges or no breakdown by age,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,2111758,2174152,2238305,2303904,2370614,2438039,2506019,2574222,2642224,2709623,2776446,2843018,2909638,2976723,3044171,3111616,3180194,3250352,3322794,3399326,3480746,3566681,3654169,3746550,3846881,3951145,4058771,4169662,4283814,4400815,4519890,4639697,4759306,4878592,4998864,5121080,5243706,5366953,5493408,5623370,5760216,5898649,6034184,6165563,6296273,6426631,6556342,6685344,6813669,6941334,7068420,7196825,7324702,7453516,7582657,7711363,7839799,7968085,8096410,8223795,8348500,8470073,8590378,8710000
A,Annual,GTM,Guatemala,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,Y0T14,under 15 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,1918470,1977675,2035864,2092623,2149339,2207434,2266652,2326010,2385152,2444615,2504474,2565729,2628459,2692240,2753511,2812161,2872818,2936489,3004365,3077440,3156869,3242387,3336051,3433665,3529567,3625021,3721258,3819169,3918672,4018817,4117848,4215650,4311436,4404260,4498498,4594597,4687820,4777766,4866188,4955130,5051905,5148816,5234400,5305260,5364798,5415985,5460110,5497236,5527923,5552208,5570348,5585408,5597970,5608228,5618208,5629320,5637398,5643025,5648770,5650611,5643923,5634189,5623145,5607531
A,Annual,GTM,Guatemala,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,Y15T64,15 to 64 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,2111023,2171071,2235516,2304496,2376074,2448028,2520524,2593986,2667938,2741029,2812687,2881898,2949110,3015339,3084436,3156436,3228543,3301362,3375975,3454711,3538166,3626504,3714946,3805672,3906221,4014530,4127899,4244956,4365593,4490584,4620845,4754359,4889759,5027247,5166541,5309087,5454851,5604383,5761425,5924679,6092976,6263977,6440593,6623616,6816308,7016090,7221387,7432234,7648147,7869137,8095003,8325805,8556652,8789380,9021176,9250086,9480125,9710165,9937399,10163685,10396683,10637104,10882128,11126383
A,Annual,GTM,Guatemala,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,Y_GE65,65 years old and over,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,99387,103165,107224,111325,115381,119522,123614,127440,131005,134456,138036,141937,146190,150886,156352,162554,168621,174816,181579,188430,195311,202295,211661,223247,234075,244483,255765,268321,282066,296593,311422,326806,342859,359113,372483,383102,394271,406213,418601,431269,444880,458771,472526,486458,501001,516217,531834,547547,563229,578844,594336,610302,627319,646374,666932,688013,710167,734228,760781,789730,817727,838453,852613,868517
A,Annual,GTM,Guatemala,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,2843931,2901164,2958885,3016780,3077682,3152015,3226487,3300619,3373861,3445722,3516147,3585090,3653075,3720477,3787858,3854961,3922313,3991116,4063075,4139744,4222128,4310100,4403350,4500312,4600307,4703063,4808325,4915976,5025695,5137329,5249791,5362123,5473038,5581926,5689267,5796192,5901847,6006636,6113086,6221658,6335891,6450059,6559052,6664800,6770217,6873860,6975317,7074356,7170952,7265539,7357571,7449392,7538790,7625644,7709179,7788224,7863355,7934315,8001178,8063081,8119648,8170759,8216182,8255892
A,Annual,GTM,Guatemala,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,1284949,1350747,1419719,1491664,1563113,1622969,1684303,1746816,1810234,1874378,1939050,2004473,2070684,2137989,2206442,2276190,2347670,2421551,2498844,2580838,2668218,2761086,2859308,2962273,3069556,3180971,3296596,3416470,3540636,3668666,3800324,3934691,4071017,4208693,4348255,4490594,4635095,4781726,4933129,5089420,5253870,5421506,5588466,5750534,5911891,6074432,6238013,6402661,6568347,6734651,6902116,7072123,7243152,7418337,7597137,7779195,7964335,8153103,8345772,8540945,8738685,8938987,9141704,9346539
A,Annual,GTM,Guatemala,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,4128880,4251911,4378604,4508444,4640795,4774984,4910790,5047435,5184095,5320100,5455197,5589563,5723759,5858466,5994300,6131151,6269983,6412667,6561919,6720582,6890346,7071186,7262658,7462585,7669863,7884034,8104921,8332446,8566331,8805995,9050115,9296814,9544055,9790619,10037522,10286786,10536942,10788362,11046215,11311078,11589761,11871565,12147518,12415334,12682108,12948292,13213330,13477017,13739299,14000190,14259687,14521515,14781942,15043981,15306316,15567419,15827690,16087418,16346950,16604026,16858333,17109746,17357886,17602431
A,Annual,GUM,Guam,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,Y0T14,under 15 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,13012,13446,13848,14225,14607,15014,15433,15852,16253,16602,16932,17255,17531,17765,17952,18095,18250,18403,18509,18641,18871,19158,19400,19581,19726,19826,19911,20006,20154,20327,20614,21062,21526,21969,22363,22704,23003,23248,23464,23680,23868,23981,24019,23971,23830,23604,23312,22966,22575,22171,21997,22014,22056,22096,22087,22094,22112,22109,22039,21923,21826,21757,21677,21581
A,Annual,GUM,Guam,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,Y15T64,15 to 64 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,14551,15145,15800,16504,17226,17938,18639,19335,20042,20773,21611,22609,23697,24823,25967,27110,28230,29337,30457,31581,32621,33550,34464,35399,36354,37345,38357,39367,40332,41207,42030,42867,43717,44572,45468,46402,47339,48261,49176,50089,50759,51095,51326,51543,51775,52035,52309,52608,52912,53160,53298,53322,53280,53175,53014,52808,52557,52279,51980,51659,51673,52022,52317,52561
A,Annual,GUM,Guam,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,Y_GE65,65 years old and over,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,483,505,529,556,587,622,659,705,752,797,844,888,932,983,1043,1113,1190,1277,1371,1482,1593,1687,1788,1885,1986,2095,2197,2301,2424,2578,2748,2913,3086,3246,3391,3537,3690,3844,4008,4182,4369,4567,4771,4972,5155,5306,5425,5515,5590,5689,5919,6288,6705,7147,7609,8080,8551,9013,9473,9941,10416,10877,11335,11818
A,Annual,GUM,Guam,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,_T,All age ranges or no breakdown by age,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,28046,29096,30177,31285,32420,33574,34731,35891,37046,38172,39387,40751,42160,43571,44962,46319,47670,49017,50337,51705,53086,54395,55651,56865,58066,59266,60465,61674,62910,64113,65391,66843,68328,69787,71222,72644,74031,75353,76647,77951,78996,79644,80115,80486,80760,80945,81046,81088,81076,81020,81214,81624,82041,82418,82710,82982,83220,83401,83492,83522,83914,84655,85329,85960
A,Annual,GUM,Guam,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,Y0T14,under 15 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,15226,15503,15618,15628,15627,15711,15932,16274,16686,17087,17539,18035,18433,18676,18780,18792,18787,18809,18831,18872,19166,19693,20147,20429,20492,20387,20291,20295,20384,20443,20689,21216,21737,22202,22622,23009,23364,23677,23956,24230,24538,24827,25001,25043,24927,24665,24307,23871,23389,22889,22699,22777,22876,22967,23006,23068,23145,23208,23199,23141,23102,23094,23075,23038
A,Annual,GUM,Guam,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,Y15T64,15 to 64 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,28656,28793,29106,29538,29993,30360,30582,30665,30659,30628,30726,31045,31508,32086,32755,33454,34134,34761,35361,35936,36666,37688,38877,40187,41650,43236,44809,46280,47649,48902,49671,49948,50175,50447,50745,51052,51355,51685,52045,52411,52734,52994,53250,53522,53851,54239,54650,55070,55463,55796,55930,55871,55752,55586,55374,55118,54836,54528,54198,53854,53829,54127,54365,54544
A,Annual,GUM,Guam,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,Y_GE65,65 years old and over,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,447,481,513,546,580,610,635,651,654,646,648,674,715,767,833,911,998,1089,1181,1276,1368,1444,1514,1587,1677,1787,1897,2010,2135,2302,2513,2733,2934,3105,3255,3389,3511,3615,3709,3804,3920,4058,4197,4335,4465,4581,4672,4735,4795,4874,5062,5377,5721,6083,6453,6810,7144,7469,7789,8107,8386,8658,9006,9410
A,Annual,GUM,Guam,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,_T,All age ranges or no breakdown by age,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,44329,44777,45236,45712,46200,46681,47148,47590,47999,48362,48913,49754,50655,51529,52368,53158,53919,54659,55373,56084,57200,58825,60538,62202,63819,65410,66997,68585,70168,71646,72873,73897,74846,75754,76621,77450,78230,78977,79710,80445,81191,81879,82448,82900,83243,83485,83629,83676,83648,83559,83691,84025,84350,84636,84833,84996,85126,85205,85186,85102,85317,85879,86446,86992
A,Annual,GUM,Guam,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,Y0T14,under 15 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,28238,28949,29465,29852,30234,30726,31364,32126,32939,33689,34470,35290,35964,36441,36732,36888,37037,37211,37340,37514,38038,38851,39546,40010,40217,40213,40202,40301,40539,40771,41302,42278,43262,44170,44985,45713,46366,46925,47420,47910,48406,48809,49020,49014,48757,48268,47618,46836,45965,45060,44695,44791,44933,45063,45093,45162,45258,45317,45238,45064,44928,44851,44752,44620
A,Annual,GUM,Guam,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,Y15T64,15 to 64 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,43206,43938,44906,46041,47220,48298,49220,49999,50701,51401,52337,53653,55205,56909,58722,60565,62365,64099,65818,67517,69287,71238,73341,75585,78004,80581,83166,85647,87981,90109,91700,92815,93892,95020,96212,97454,98694,99946,101220,102499,103493,104090,104575,105064,105626,106274,106959,107678,108375,108957,109228,109193,109032,108761,108388,107926,107393,106807,106178,105512,105501,106149,106682,107105
A,Annual,GUM,Guam,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,Y_GE65,65 years old and over,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,930,986,1041,1102,1167,1231,1294,1355,1407,1444,1493,1562,1647,1751,1875,2025,2189,2366,2552,2759,2961,3132,3302,3472,3664,3881,4094,4310,4559,4880,5260,5646,6019,6351,6646,6927,7201,7459,7717,7986,8289,8625,8968,9307,9621,9888,10097,10249,10385,10563,10982,11665,12427,13229,14062,14890,15695,16483,17262,18047,18802,19535,20340,21228
A,Annual,GUM,Guam,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,36081,36028,35961,35883,35792,35675,35522,35329,35092,34801,33625,29728,25989,22471,19221,16283,13680,11422,9476,7829,6890,7370,7879,8410,8967,9551,10168,10818,11506,12216,12726,12581,12427,12268,12099,11925,11744,11555,11362,11173,11007,10930,10836,10726,10604,10473,10330,10179,10022,9862,9731,9628,9523,9415,9300,9182,9062,8938,8805,8669,8566,8501,8432,8360
A,Annual,GUM,Guam,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,36293,37845,39451,41113,42829,44580,46357,48151,49954,51733,54675,60777,66826,72629,78108,83195,87910,92254,96234,99961,103396,105851,108310,110657,112918,115124,117294,119441,121573,123543,125537,128158,130746,133273,135744,138169,140517,142775,144995,147222,149181,150594,151727,152659,153400,153957,154345,154584,154703,154718,155174,156021,156869,157639,158243,158796,159284,159668,159873,159955,160665,162033,163342,164592
A,Annual,GUM,Guam,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,72374,73873,75412,76996,78621,80255,81879,83480,85046,86534,88300,90505,92815,95100,97329,99478,101590,103676,105710,107790,110286,113221,116189,119067,121885,124675,127462,130259,133079,135759,138263,140739,143173,145541,147843,150094,152261,154330,156357,158395,160188,161524,162563,163385,164004,164430,164675,164763,164725,164580,164905,165649,166392,167054,167543,167978,168346,168606,168678,168624,169231,170534,171774,172952
A,Annual,GUY,Guyana,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,Y0T14,under 15 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,133174,137795,142253,146466,150384,153978,157226,160112,162661,164916,166919,168214,168781,169054,169055,168809,168328,167629,166698,165478,163885,161503,158492,155414,152311,149226,146207,143303,140598,138188,136104,134646,134106,134104,134257,134546,134959,135462,136012,136533,136937,137141,137085,136364,134925,133063,130661,127851,124881,121814,118717,115664,113350,112286,111853,111577,111471,111543,112412,113106,113309,113743,113950,114056
A,Annual,GUY,Guyana,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,Y15T64,15 to 64 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,142317,145627,149204,152830,156422,159822,162949,165824,168546,171189,173767,176726,180166,183814,187718,191890,196317,200881,205381,209519,212991,216147,219142,221632,223611,225076,226031,226510,226550,226175,225456,225487,226338,227157,227918,228446,228705,228715,228538,228241,227890,227587,227438,228028,229351,230811,232481,234266,235911,237364,238592,239530,241354,244249,247078,249743,252228,254513,262031,266680,266812,269094,269916,270947
A,Annual,GUY,Guyana,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,Y_GE65,65 years old and over,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,11246,11541,11695,11867,12064,12294,12552,12826,13106,13373,13621,13801,13910,14012,14127,14265,14432,14617,14797,14953,15058,15136,15202,15234,15254,15287,15361,15485,15638,15780,15863,15905,15885,15789,15682,15570,15487,15470,15522,15615,15730,15863,15986,16182,16474,16778,17089,17429,17800,18197,18638,19146,19760,20476,21253,22091,22980,23915,25031,26147,27182,28095,28877,30007
A,Annual,GUY,Guyana,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,_T,All age ranges or no breakdown by age,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,286736,294962,303153,311163,318870,326093,332726,338762,344313,349478,354307,358741,362857,366881,370901,374964,379077,383127,386877,389950,391933,392786,392836,392280,391175,389589,387598,385298,382786,380144,377423,376038,376329,377050,377857,378561,379151,379647,380072,380389,380557,380591,380510,380574,380750,380652,380230,379546,378592,377375,375947,374340,374465,377010,380184,383410,386678,389970,399474,405932,407303,410932,412743,415010
A,Annual,GUY,Guyana,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,Y0T14,under 15 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,136143,140891,145392,149575,153397,156822,159830,162437,164687,166645,168374,169577,170236,170602,170663,170461,170017,169337,168399,167131,165437,162859,159584,156269,152997,149823,146798,143965,141385,139123,137168,135850,135595,135974,136477,137082,137765,138485,139206,139859,140366,140657,140679,140032,138680,136941,134652,131923,129024,126008,122936,119882,117550,116438,115929,115569,115364,115329,116167,116774,116858,117270,117461,117534
A,Annual,GUY,Guyana,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,Y15T64,15 to 64 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,141326,144686,147987,151394,154812,158077,161107,163912,166562,169115,171572,174315,177426,180708,184248,188036,192062,196241,200395,204244,207491,210624,213744,216308,218282,219654,220445,220717,220518,219884,218864,218613,219523,220679,221779,222685,223390,223916,224333,224706,225059,225442,225936,226588,227379,228262,229392,230707,231913,232947,233762,234287,235714,237220,237750,238269,238722,239080,250081,255482,252015,254861,256639,258670
A,Annual,GUY,Guyana,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,Y_GE65,65 years old and over,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,7786,8058,8300,8572,8878,9216,9578,9954,10327,10682,11010,11272,11475,11675,11889,12128,12396,12674,12937,13158,13315,13416,13475,13514,13553,13605,13667,13725,13760,13744,13663,13595,13552,13486,13433,13361,13264,13162,13087,13059,13070,13119,13198,13367,13615,13854,14092,14346,14621,14927,15287,15720,16237,16753,17252,17783,18323,18873,19792,20564,21026,21503,21882,22621
A,Annual,GUY,Guyana,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,_T,All age ranges or no breakdown by age,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,285255,293635,301680,309541,317087,324115,330515,336303,341575,346442,350955,355163,359137,362985,366800,370625,374475,378252,381731,384532,386243,386899,386803,386092,384832,383082,380910,378407,375663,372752,369694,368058,368670,370139,371689,373128,374420,375563,376625,377625,378495,379218,379813,379988,379674,379057,378137,376976,375558,373882,371984,369890,369501,370411,370931,371621,372409,373282,386040,392821,389899,393635,395982,398825
A,Annual,GUY,Guyana,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,Y0T14,under 15 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,269316,278685,287646,296041,303781,310799,317055,322549,327348,331561,335293,337791,339017,339656,339719,339271,338345,336966,335098,332609,329322,324363,318076,311683,305308,299049,293004,287268,281983,277312,273271,270496,269701,270078,270735,271627,272724,273947,275217,276392,277302,277798,277764,276397,273605,270005,265313,259773,253904,247822,241653,235546,230900,228723,227782,227146,226835,226872,228580,229880,230167,231014,231411,231589
A,Annual,GUY,Guyana,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,Y15T64,15 to 64 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,283642,290312,297192,304223,311234,317898,324056,329736,335108,340304,345338,351041,357592,364521,371966,379926,388380,397122,405777,413762,420481,426771,432886,437941,441893,444730,446476,447228,447069,446060,444320,444100,445861,447836,449697,451131,452095,452632,452871,452948,452948,453029,453374,454616,456729,459072,461873,464973,467825,470312,472354,473817,477069,481469,484828,488012,490949,493593,512112,522162,518827,523956,526555,529617
A,Annual,GUY,Guyana,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,Y_GE65,65 years old and over,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,19032,19599,19995,20439,20941,21509,22130,22779,23432,24054,24630,25073,25385,25687,26016,26394,26828,27291,27735,28110,28373,28553,28677,28748,28807,28893,29028,29210,29398,29525,29525,29500,29436,29275,29115,28931,28752,28632,28609,28675,28800,28982,29185,29550,30089,30632,31181,31775,32421,33124,33925,34866,35997,37228,38505,39874,41302,42787,44822,46711,48207,49598,50760,52627
A,Annual,GUY,Guyana,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,406061,417615,428893,439898,450455,460288,469250,477345,484723,491535,497738,503067,507988,512730,517438,522159,526914,531548,535759,539001,540926,542693,543369,543187,542243,540615,538394,535717,532713,529490,526097,524640,525939,528151,530484,532669,534674,536509,538231,539842,541249,542458,543494,545270,547019,548343,549194,549665,549738,549402,548728,547753,547559,550101,552715,555393,558066,560700,576520,585574,583663,588163,590192,592780
A,Annual,GUY,Guyana,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,165929,170982,175940,180805,185502,189919,193991,197719,201164,204384,207523,210837,214006,217135,220263,223431,226639,229830,232850,235481,237250,236993,236270,235185,233764,232056,230114,227989,225737,223407,221019,219456,219059,219038,219062,219020,218897,218702,218466,218172,217802,217351,216829,215292,213405,211366,209173,206856,204412,201856,199204,196477,196407,197319,198400,199638,201021,202552,208994,213179,213539,216404,218534,221054
A,Annual,GUY,Guyana,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,571990,588597,604833,620703,635957,650207,663241,675064,685887,695919,705261,713904,721994,729865,737701,745590,753553,761378,768609,774482,778176,779686,779639,778372,776007,772671,768508,763706,758450,752897,747116,744096,744998,747189,749546,751689,753571,755211,756697,758014,759051,759809,760323,760562,760424,759709,758367,756521,754150,751258,747932,744230,743966,747420,751115,755031,759087,763252,785514,798753,797202,804567,808726,813834
A,Annual,HIC,High income,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,Y0T14,under 15 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,129191214,131121473,132109663,132709815,133342315,134004481,134137177,133973782,133937994,133807577,133515145,133349124,132970328,132408289,131755724,130999020,130102206,129178034,128235944,127401341,126749100,126384054,126053015,125599349,125140097,124641043,124116949,123696636,123442961,123211949,122825342,122613858,122421018,122084646,121542861,120814138,120019086,119211653,118336469,117413246,116445935,115386891,114275151,113275714,112414379,111577255,110913296,110547441,110510491,110583621,110611265,110581196,110807035,111109024,111435125,111742383,112088473,112354790,112397394,112214220,111932321,111066378,110236130,109504825
A,Annual,HIC,High income,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,Y15T64,15 to 64 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,295088349,297419840,300862943,304667562,308367801,311860041,315350643,318944518,322333729,325856658,329473829,333606462,337186102,340785216,344358653,347884040,351351927,354708763,358096982,361647483,365284517,369122537,373036919,376883595,380336423,383303082,386024868,388617673,390919747,393261006,395471056,398039938,400560724,403061237,405607667,408261576,411095838,413965404,416930435,419896388,422615232,425196383,427782938,430306012,432739073,435160594,437843037,440768002,443740909,446267370,448447966,449255001,449554058,449557242,449562496,449551921,449424052,449125583,449075707,448824270,448580258,446744538,446638637,447676542
A,Annual,HIC,High income,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,Y_GE65,65 years old and over,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,44637760,45927375,47182444,48420118,49737192,51156596,52608458,54119068,55586439,56981097,58420380,59995718,61619759,63297502,65027147,66810732,68596529,70466156,72351647,74124711,75467268,76236922,76662966,76974542,77595076,78755789,80191073,81687437,83368671,85146369,86855668,88725221,90596194,92351755,94033043,95670437,97151162,98494565,99685421,100751321,101953550,103408562,104994985,106613931,108328995,110122974,111882186,113420965,114783806,116127812,117405407,118933197,121463104,124369439,127339669,130133430,133013952,135892541,138634954,141507022,144590311,147066875,149536679,152790040
A,Annual,HIC,High income,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,_T,All age ranges or no breakdown by age,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,468917321,474468688,480155043,485797496,491447308,497021116,502096274,507037366,511858159,516645330,521409349,526951304,531776193,536491003,541141527,545693793,550050656,554352952,558684570,563173538,567500885,571743500,575752897,579457489,583071599,586699913,590332887,594001740,597731383,601619325,605152059,609379013,613577931,617497631,621183565,624746149,628266086,631671628,634952319,638060944,641014712,643991841,647053084,650195662,653482434,656860825,660638510,664736403,669035205,672978801,676464639,678769391,681824206,685035706,688337294,691427729,694526475,697372915,700108047,702545502,705102889,704877790,706411447,709971402
